state,date,monthly_emissions,co2_per_capita,prcp,snow,tavg,monthly_gdp_rel_2017,gdp_per_capita,monthly_energy_prod,eprod_per_capita,monthly_energy_use,eflow_per_capita,monthly_energy_flow,euse_per_capita,monthly_num_plants,monthly_renew_pct,monthly_fossil_pct,republican_vote_pct,monthly_pop_density,avg_facility_age
KY,1995-05-01,6150373.624042395,,,,,,,,,,,,,,,,,,
KY,1995-06-01,6954602.314836999,,,,,,,,,,,,,,,,,,
KY,1995-07-01,7618782.65912131,,,,,,,,,,,,,,,,,,
KY,1995-08-01,7595030.782323244,,,,,,,,,,,,,,,,,,
KY,1995-09-01,6512286.391322503,,,,,,,,,,,,,,,,,,
KY,1995-10-01,6003480.453359286,,,,,,,,,,,,,,,,,,
KY,1995-11-01,5931821.623398045,,,,,,,,,,,,,,,,,,
KY,1995-12-01,6848876.491674393,,,,,,,,,,,,,,,,,,
KY,1996-01-01,7533106.545103551,,,,,,,,,,,,,,,,,,
KY,1996-02-01,6574353.996807611,,,,,,,,,,,,,,,,,,
KY,1996-03-01,6486477.713480299,,,,,,,,,,,,,,,,,,
KY,1996-04-01,5772147.543131166,,,,,,,,,,,,,,,,,,
KY,1996-05-01,6329650.843316985,,,,,,,,,,,,,,,,,,
KY,1996-06-01,7157321.993409165,,,,,,,,,,,,,,,,,,
KY,1996-07-01,7840862.528228026,,,,,,,,,,,,,,,,,,
KY,1996-08-01,7816418.308056175,,,,,,,,,,,,,,,,,,
KY,1996-09-01,6702113.004585828,,,,,,,,,,,,,,,,,,
KY,1996-10-01,6178475.8841149565,,,,,,,,,,,,,,,,,,
KY,1996-11-01,6104728.271169588,,,,,,,,,,,,,,,,,,
KY,1996-12-01,7048514.368596654,,,,,,,,,,,,,,,,9.24,,
KY,1997-01-01,9119493.77,,,,,,,,,,,,,,,,,,
KY,1997-02-01,7673114.057,,,,,,,,,,,,,,,,,,
KY,1997-03-01,7974911.387,,,,,,,,,,,,,,,,,,
KY,1997-04-01,8130257.388,,,,,,,,,,,,,,,,,,
KY,1997-05-01,7872854.734,,,,,,,,,,,,,,,,,,
KY,1997-06-01,7959001.089,,,,,,,,,,,,,,,,,,
KY,1997-07-01,9097024.691,,,,,,,,,,,,,,,,,,
KY,1997-08-01,8729952.376,,,,,,,,,,,,,,,,,,
KY,1997-09-01,7993243.919,,,,,,,,,,,,,,,,,,
KY,1997-10-01,8589216.911,,,,,,,,,,,,,,,,,,
KY,1997-11-01,8097990.606,,,,,,,,,,,,,,,,,,
KY,1997-12-01,8955109.395,,,,,,,,,,,,,,,,,,
KY,1998-01-01,8473793.111,,,,,,,,,,,,,,,,,,
KY,1998-02-01,7273502.412,,,,,,,,,,,,,,,,,,
KY,1998-03-01,8114729.086,,,,,,,,,,,,,,,,,,
KY,1998-04-01,6871397.561,,,,,,,,,,,,,,,,,,
KY,1998-05-01,7457034.640000001,,,,,,,,,,,,,,,,,,
KY,1998-06-01,8723638.289,,,,,,,,,,,,,,,,,,
KY,1998-07-01,9737396.252,,,,,,,,,,,,,,,,,,
KY,1998-08-01,9410288.572,,,,,,,,,,,,,,,,,,
KY,1998-09-01,8830153.181,,,,,,,,,,,,,,,,,,
KY,1998-10-01,8052571.232,,,,,,,,,,,,,,,,,,
KY,1998-11-01,7741813.019,,,,,,,,,,,,,,,,,,
KY,1998-12-01,8304334.689999999,,,,,,,,,,,,,,,,16.58,,
KY,1999-01-01,8625957.387,,,,,,,,,,,,,,,,,,
KY,1999-02-01,7452108.503,,,,,,,,,,,,,,,,,,
KY,1999-03-01,8446842.947999999,,,,,,,,,,,,,,,,,,
KY,1999-04-01,8271743.958,,,,,,,,,,,,,,,,,,
KY,1999-05-01,8647922.995,,,,,,,,,,,,,,,,,,
KY,1999-06-01,9444694.568,,,,,,,,,,,,,,,,,,
KY,1999-07-01,10193990.878,,,,,,,,,,,,,,,,,,
KY,1999-08-01,9989469.723,,,,,,,,,,,,,,,,,,
KY,1999-09-01,8403055.665,,,,,,,,,,,,,,,,,,
KY,1999-10-01,8137109.679,,,,,,,,,,,,,,,,,,
KY,1999-11-01,7873094.751,,,,,,,,,,,,,,,,,,
KY,1999-12-01,9156973.59,,,,,,,,,,,,,,,,,,
KY,2000-01-01,9822937.679,,,,,,,,,,,,,,,,,,
KY,2000-02-01,8376662.257999999,,,,,,,,,,,,,,,,,,
KY,2000-03-01,8147386.174000001,,,,,,,,,,,,,,,,,,
KY,2000-04-01,6466852.226,,,,,,,,,,,,,,,,,,
KY,2000-05-01,7804786.377,,,,,,,,,,,,,,,,,,
KY,2000-06-01,9210873.731,,,,,,,,,,,,,,,,,,
KY,2000-07-01,9524713.524,,,,,,,,,,,,,,,,,,
KY,2000-08-01,9559529.376,,,,,,,,,,,,,,,,,,
KY,2000-09-01,8995256.480999999,,,,,,,,,,,,,,,,,,
KY,2000-10-01,8349775.875,,,,,,,,,,,,,,,,,,
KY,2000-11-01,7808076.229,,,,,,,,,,,,,,,,,,
KY,2000-12-01,9570161.678,,,,,,,,,,,,,,,,,,
KY,2001-01-01,8806408.684,,,,,,,,,,,,,,,,,,
KY,2001-02-01,8286663.428,,,,,,,,,,,,,,,,,,
KY,2001-03-01,8841572.248,,,,,,,,,,,,,,,,,,
KY,2001-04-01,7804304.242,,,,,,,,,,,,,,,,,,
KY,2001-05-01,8412683.304,,,,,,,,,,,,,,,,,,
KY,2001-06-01,8917092.856,,,,,,,,,,,,,,,,,,
KY,2001-07-01,9746857.837,,,,,,,,,,,,,,,,,,
KY,2001-08-01,9712913.692,,,,,,,,,,,,,,,,,,
KY,2001-09-01,8571523.365,,,,,,,,,,,,,,,,,,
KY,2001-10-01,7896092.713,,,,,,,,,,,,,,,,,,
KY,2001-11-01,7128314.914,,,,,,,,,,,,,,,,,,
KY,2001-12-01,8613725.684,,,,,,,,,,,,,,,,,,
KY,2002-01-01,8522613.489,,,,,,,,,,,,,,,,,,
KY,2002-02-01,7377866.396,,,,,,,,,,,,,,,,,,
KY,2002-03-01,8461135.669,,,,,,,,,,,,,,,,,,
KY,2002-04-01,7603303.777,,,,,,,,,,,,,,,,,,
KY,2002-05-01,7881988.229,,,,,,,,,,,,,,,,,,
KY,2002-06-01,8709741.99,,,,,,,,,,,,,,,,,,
KY,2002-07-01,9594096.106,,,,,,,,,,,,,,,,,,
KY,2002-08-01,9538092.645,,,,,,,,,,,,,,,,,,
KY,2002-09-01,8199405.161,,,,,,,,,,,,,,,,,,
KY,2002-10-01,7035306.871,,,,,,,,,,,,,,,,,,
KY,2002-11-01,6771014.67,,,,,,,,,,,,,,,,,,
KY,2002-12-01,8339075.633,,,,,,,,,,,,,,,,32.34,,
KY,2003-01-01,9229390.434,,,,,,,,,,,,,,,,,,
KY,2003-02-01,8004299.064,,,,,,,,,,,,,,,,,,
KY,2003-03-01,7420584.845,,,,,,,,,,,,,,,,,,
KY,2003-04-01,7302449.347,,,,,,,,,,,,,,,,,,
KY,2003-05-01,7402323.388,,,,,,,,,,,,,,,,,,
KY,2003-06-01,8099493.35,,,,,,,,,,,,,,,,,,
KY,2003-07-01,8946405.038,,,,,,,,,,,,,,,,,,
KY,2003-08-01,9049801.38,,,,,,,,,,,,,,,,,,
KY,2003-09-01,7452691.959,,,,,,,,,,,,,,,,,,
KY,2003-10-01,6977721.799,,,,,,,,,,,,,,,,,,
KY,2003-11-01,7208463.158,,,,,,,,,,,,,,,,,,
KY,2003-12-01,8678436.942,,,,,,,,,,,,,,,,,,
KY,2004-01-01,9417536.672,,,,,,,,,,,,,,,,,,
KY,2004-02-01,8224040.649,,,,,,,,,,,,,,,,,,
KY,2004-03-01,7952919.153,,,,,,,,,,,,,,,,,,
KY,2004-04-01,6937114.68,,,,,,,,,,,,,,,,,,
KY,2004-05-01,8172010.349,,,,,,,,,,,,,,,,,,
KY,2004-06-01,8202831.226,,,,,,,,,,,,,,,,,,
KY,2004-07-01,8356041.105,,,,,,,,,,,,,,,,,,
KY,2004-08-01,8506202.742,,,,,,,,,,,,,,,,,,
KY,2004-09-01,7849190.324,,,,,,,,,,,,,,,,,,
KY,2004-10-01,7411343.088,,,,,,,,,,,,,,,,,,
KY,2004-11-01,6776228.669,,,,,,,,,,,,,,,,,,
KY,2004-12-01,8743047.752,,,,,,,,,,,,,,,,25.33,,
KY,2005-01-01,8412507.165,,,,,,,,,,,,,,,,,,
KY,2005-02-01,7398886.158,,,,,,,,,,,,,,,,,,
KY,2005-03-01,8041607.83,,,,,,,,,,,,,,,,,,
KY,2005-04-01,7400924.935,,,,,,,,,,,,,,,,,,
KY,2005-05-01,7792958.216,,,,,,,,,,,,,,,,,,
KY,2005-06-01,8777461.693,,,,,,,,,,,,,,,,,,
KY,2005-07-01,9403990.263,,,,,,,,,,,,,,,,,,
KY,2005-08-01,9248027.684,,,,,,,,,,,,,,,,,,
KY,2005-09-01,8778739.972000001,,,,,,,,,,,,,,,,,,
KY,2005-10-01,7814271.452,,,,,,,,,,,,,,,,,,
KY,2005-11-01,7770485.933,,,,,,,,,,,,,,,,,,
KY,2005-12-01,9334507.971,,,,,,,,,,,,,,,,,,
KY,2006-01-01,9075859.908,,,,,,,,,,,,,,,,,,
KY,2006-02-01,8369131.12,,,,,,,,,,,,,,,,,,
KY,2006-03-01,8072393.739,,,,,,,,,,,,,,,,,,
KY,2006-04-01,7156169.356,,,,,,,,,,,,,,,,,,
KY,2006-05-01,8213777.607,,,,,,,,,,,,,,,,,,
KY,2006-06-01,8694921.756000001,,,,,,,,,,,,,,,,,,
KY,2006-07-01,9726826.949,,,,,,,,,,,,,,,,,,
KY,2006-08-01,9568115.444,,,,,,,,,,,,,,,,,,
KY,2006-09-01,8200536.93,,,,,,,,,,,,,,,,,,
KY,2006-10-01,8154897.049,,,,,,,,,,,,,,,,,,
KY,2006-11-01,8303232.215,,,,,,,,,,,,,,,,,,
KY,2006-12-01,8792087.274,,,,,,,,,,,,,,,,,,
KY,2007-01-01,9498809.481,,,,,,,,,,,,,,,,,,
KY,2007-02-01,8630321.310999999,,,,,,,,,,,,,,,,,,
KY,2007-03-01,8120524.255,,,,,,,,,,,,,,,,,,
KY,2007-04-01,6770941.329,,,,,,,,,,,,,,,,,,
KY,2007-05-01,7502390.528,,,,,,,,,,,,,,,,,,
KY,2007-06-01,8722267.607,,,,,,,,,,,,,,,,,,
KY,2007-07-01,9202607.391,,,,,,,,,,,,,,,,,,
KY,2007-08-01,10358949.675,,,,,,,,,,,,,,,,,,
KY,2007-09-01,8564922.141999999,,,,,,,,,,,,,,,,,,
KY,2007-10-01,8193372.992,,,,,,,,,,,,,,,,,,
KY,2007-11-01,7800183.404,,,,,,,,,,,,,,,,,,
KY,2007-12-01,8456319.747,,,,,,,,,,,,,,,,,,
KY,2008-01-01,9549252.383,,,,,,,,,,,,,,,,,,
KY,2008-02-01,8559712.997,,,,,,,,,,,,,,,,,,
KY,2008-03-01,8310727.0,,,,,,,,,,,,,,,,,,
KY,2008-04-01,7264599.359,,,,,,,,,,,,,,,,,,
KY,2008-05-01,7391735.645,,,,,,,,,,,,,,,,,,
KY,2008-06-01,8401408.67,,,,,,,,,,,,,,,,,,
KY,2008-07-01,9359384.278,,,,,,,,,,,,,,,,,,
KY,2008-08-01,9071486.712,,,,,,,,,,,,,,,,,,
KY,2008-09-01,8658001.76,,,,,,,,,,,,,,,,,,
KY,2008-10-01,7954534.283,,,,,,,,,,,,,,,,,,
KY,2008-11-01,8361360.395,,,,,,,,,,,,,,,,,,
KY,2008-12-01,8551986.217,,,,,,,,,,,,,,,,26.48,,
KY,2009-01-01,8418560.224,,,,,,,,,,,,,,,,,,
KY,2009-02-01,7276007.869,,,,,,,,,,,,,,,,,,
KY,2009-03-01,7739003.399999999,,,,,,,,,,,,,,,,,,
KY,2009-04-01,6772319.669,,,,,,,,,,,,,,,,,,
KY,2009-05-01,7114403.143,,,,,,,,,,,,,,,,,,
KY,2009-06-01,8407480.905,,,,,,,,,,,,,,,,,,
KY,2009-07-01,7953832.2,,,,,,,,,,,,,,,,,,
KY,2009-08-01,8771996.847,,,,,,,,,,,,,,,,,,
KY,2009-09-01,7700420.562,,,,,,,,,,,,,,,,,,
KY,2009-10-01,7234603.466,,,,,,,,,,,,,,,,,,
KY,2009-11-01,6843965.475,,,,,,,,,,,,,,,,,,
KY,2009-12-01,8381757.547,,,,,,,,,,,,,,,,,,
KY,2010-01-01,9380088.377,,,,,,,,,,,,,,,,,,
KY,2010-02-01,8672186.447,,,,,,,,,,,,,,,,,,
KY,2010-03-01,8026919.612,,,,,,,,,,,,,,,,,,
KY,2010-04-01,7009615.240999999,,,,,,,,,,,,,,,,,,
KY,2010-05-01,7119156.616,,,,,,,,,,,,,,,,,,
KY,2010-06-01,9100683.426,,,,,,,,,,,,,,,,,,
KY,2010-07-01,9434512.021,,,,,,,,,,,,,,,,,,
KY,2010-08-01,9892015.426,,,,,,,,,,,,,,,,,,
KY,2010-09-01,8264366.987,,,,,,,,,,,,,,,,,,
KY,2010-10-01,7543323.96,,,,,,,,,,,,,,,,,,
KY,2010-11-01,7695965.587,,,,,,,,,,,,,,,,,,
KY,2010-12-01,9535853.06,,,,,,,,,,,,,,,,18.58,,
KY,2011-01-01,9757966.998,,,,,,,,,,,,,,,,,,
KY,2011-02-01,8314489.899,,,,,,,,,,,,,,,,,,
KY,2011-03-01,8040407.492,,,,,,,,,,,,,,,,,,
KY,2011-04-01,7307495.856,,,,,,,,,,,,,,,,,,
KY,2011-05-01,7740095.796,,,,,,,,,,,,,,,,,,
KY,2011-06-01,8499646.68,,,,,,,,,,,,,,,,,,
KY,2011-07-01,10196291.627,,,,,,,,,,,,,,,,,,
KY,2011-08-01,9447738.335,,,,,,,,,,,,,,,,,,
KY,2011-09-01,7799780.002,,,,,,,,,,,,,,,,,,
KY,2011-10-01,8067151.431,,,,,,,,,,,,,,,,,,
KY,2011-11-01,7438647.755,,,,,,,,,,,,,,,,,,
KY,2011-12-01,8306928.037,,,,,,,,,,,,,,,,,,
KY,2012-01-01,8320017.836999999,,,,,,,,,,,,,,,,,,
KY,2012-02-01,7233298.022,,,,,,,,,,,,,,,,,,
KY,2012-03-01,6914367.362,,,,,,,,,,,,,,,,,,
KY,2012-04-01,6086422.188,,,,,,,,,,,,,,,,,,
KY,2012-05-01,7751521.149,,,,,,,,,,,,,,,,,,
KY,2012-06-01,8743718.744,,,,,,,,,,,,,,,,,,
KY,2012-07-01,9351131.204,,,,,,,,,,,,,,,,,,
KY,2012-08-01,9005038.366,,,,,,,,,,,,,,,,,,
KY,2012-09-01,6861390.523,,,,,,,,,,,,,,,,,,
KY,2012-10-01,7163399.563,,,,,,,,,,,,,,,,,,
KY,2012-11-01,7644163.243,,,,,,,,,,,,,,,,,,
KY,2012-12-01,8093542.159,,,,,,,,,,,,,,,,,,
KY,2013-01-01,8443277.569,,,,,,,,,,,,,,,,,,
KY,2013-02-01,7806235.881,,,,,,,,,,,,,,,,,,
KY,2013-03-01,8595118.445,,,,,,,,,,,,,,,,,,
KY,2013-04-01,6318851.024,,,,,,,,,,,,,,,,,,
KY,2013-05-01,6816361.851,,,,,,,,,,,,,,,,,,
KY,2013-06-01,7628611.449,,,,,,,,,,,,,,,,,,
KY,2013-07-01,8006839.752,,,,,,,,,,,,,,,,,,
KY,2013-08-01,8554016.158,,,,,,,,,,,,,,,,,,
KY,2013-09-01,7721327.789,,,,,,,,,,,,,,,,,,
KY,2013-10-01,7198668.203,,,,,,,,,,,,,,,,,,
KY,2013-11-01,6805652.605,,,,,,,,,,,,,,,,,,
KY,2013-12-01,8360631.865,,,,,,,,,,,,,,,,,,
KY,2014-01-01,9197478.838,,,,,,,,,,,,,,,,,,
KY,2014-02-01,8344885.631,,,,,,,,,,,,,,,,,,
KY,2014-03-01,7787211.7,,,,,,,,,,,,,,,,,,
KY,2014-04-01,6707056.004,,,,,,,,,,,,,,,,,,
KY,2014-05-01,6643311.196,,,,,,,,,,,,,,,,,,
KY,2014-06-01,7763762.975,,,,,,,,,,,,,,,,,,
KY,2014-07-01,8359881.609999999,,,,,,,,,,,,,,,,,,
KY,2014-08-01,8784093.359,,,,,,,,,,,,,,,,,,
KY,2014-09-01,7287552.264,,,,,,,,,,,,,,,,,,
KY,2014-10-01,6747760.131,,,,,,,,,,,,,,,,,,
KY,2014-11-01,7393120.374,,,,,,,,,,,,,,,,,,
KY,2014-12-01,8160182.634000001,,,,,,,,,,,,,,,,8.03,,
KY,2015-01-01,8231784.132,,,,,,,,,,,,,,,,,,
KY,2015-02-01,8420322.598,,,,,,,,,,,,,,,,,,
KY,2015-03-01,6931012.377,,,,,,,,,,,,,,,,,,
KY,2015-04-01,5902230.966999999,,,,,,,,,,,,,,,,,,
KY,2015-05-01,7414919.535,,,,,,,,,,,,,,,,,,
KY,2015-06-01,7433083.418,,,,,,,,,,,,,,,,,,
KY,2015-07-01,8159894.884,,,,,,,,,,,,,,,,,,
KY,2015-08-01,7495865.482,,,,,,,,,,,,,,,,,,
KY,2015-09-01,6781637.917,,,,,,,,,,,,,,,,,,
KY,2015-10-01,5896628.626,,,,,,,,,,,,,,,,,,
KY,2015-11-01,5279044.613,,,,,,,,,,,,,,,,,,
KY,2015-12-01,5903527.267,,,,,,,,,,,,,,,,,,
KY,2016-01-01,7368367.491,,,,,,,,,,,,,,,,,,
KY,2016-02-01,6491421.416999999,,,,,,,,,,,,,,,,,,
KY,2016-03-01,5661879.143,,,,,,,,,,,,,,,,,,
KY,2016-04-01,5374355.043,,,,,,,,,,,,,,,,,,
KY,2016-05-01,5541876.812,,,,,,,,,,,,,,,,,,
KY,2016-06-01,6822968.455,,,,,,,,,,,,,,,,,,
KY,2016-07-01,8123012.556,,,,,,,,,,,,,,,,,,
KY,2016-08-01,8217949.077,,,,,,,,,,,,,,,,,,
KY,2016-09-01,6876001.229,,,,,,,,,,,,,,,,,,
KY,2016-10-01,6160857.784,,,,,,,,,,,,,,,,,,
KY,2016-11-01,5472644.373,,,,,,,,,,,,,,,,,,
KY,2016-12-01,7066212.523,,,,,,,,,,,,,,,,14.32,,
KY,2017-01-01,6928543.927,,,,,,,,,,,,,,,,,,
KY,2017-02-01,5079829.616,,,,,,,,,,,,,,,,,,
KY,2017-03-01,5456683.112,,,,,,,,,,,,,,,,,,
KY,2017-04-01,4590984.031,,,,,,,,,,,,,,,,,,
KY,2017-05-01,5853354.068,,,,,,,,,,,,,,,,,,
KY,2017-06-01,6400684.766,,,,,,,,,,,,,,,,,,
KY,2017-07-01,7169201.821,,,,,,,,,,,,,,,,,,
KY,2017-08-01,6816338.706,,,,,,,,,,,,,,,,,,
KY,2017-09-01,4885307.291,,,,,,,,,,,,,,,,,,
KY,2017-10-01,5013432.184,,,,,,,,,,,,,,,,,,
KY,2017-11-01,4933302.478,,,,,,,,,,,,,,,,,,
KY,2017-12-01,5634150.783,,,,,,,,,,,,,,,,,,
KY,2018-01-01,7027310.367000001,,,,,,,,,,,,,,,,,,
KY,2018-02-01,4796401.241,,,,,,,,,,,,,,,,,,
KY,2018-03-01,4544851.86,,,,,,,,,,,,,,,,,,
KY,2018-04-01,4481954.37,,,,,,,,,,,,,,,,,,
KY,2018-05-01,5883727.559,,,,,,,,,,,,,,,,,,
KY,2018-06-01,6848310.562,,,,,,,,,,,,,,,,,,
KY,2018-07-01,7209632.454,,,,,,,,,,,,,,,,,,
KY,2018-08-01,7448018.491,,,,,,,,,,,,,,,,,,
KY,2018-09-01,6496375.088,,,,,,,,,,,,,,,,,,
KY,2018-10-01,5739524.074,,,,,,,,,,,,,,,,,,
KY,2018-11-01,5891481.033,,,,,,,,,,,,,,,,,,
KY,2018-12-01,6131374.11,,,,,,,,,,,,,,,,,,
KY,2019-01-01,6602487.629,,,,,,,,,,,,,,,,,,
KY,2019-02-01,5133750.349,,,,,,,,,,,,,,,,,,
KY,2019-03-01,5230731.0200000005,,,,,,,,,,,,,,,,,,
KY,2019-04-01,3616814.034,,,,,,,,,,,,,,,,,,
KY,2019-05-01,5069734.098999999,,,,,,,,,,,,,,,,,,
KY,2019-06-01,5850742.529,,,,,,,,,,,,,,,,,,
KY,2019-07-01,6444773.439,,,,,,,,,,,,,,,,,,
KY,2019-08-01,6344737.272,,,,,,,,,,,,,,,,,,
KY,2019-09-01,6312368.509,,,,,,,,,,,,,,,,,,
KY,2019-10-01,4448806.894,,,,,,,,,,,,,,,,,,
KY,2019-11-01,4072530.456,,,,,,,,,,,,,,,,,,
KY,2019-12-01,4997148.171,,,,,,,,,,,,,,,,,,
KY,2020-01-01,5014749.702,,,,,,,,,,,,,,,,,,
KY,2020-02-01,4511772.603,,,,,,,,,,,,,,,,,,
KY,2020-03-01,3728417.76,,,,,,,,,,,,,,,,,,
KY,2020-04-01,2779712.3340000003,,,,,,,,,,,,,,,,,,
KY,2020-05-01,3512081.903,,,,,,,,,,,,,,,,,,
KY,2020-06-01,5101324.444,,,,,,,,,,,,,,,,,,
KY,2020-07-01,6452089.726,,,,,,,,,,,,,,,,,,
KY,2020-08-01,5902408.244,,,,,,,,,,,,,,,,,,
KY,2020-09-01,4345406.043,,,,,,,,,,,,,,,,,,
KY,2020-10-01,3553014.454,,,,,,,,,,,,,,,,,,
KY,2020-11-01,3652338.251,,,,,,,,,,,,,,,,,,
KY,2020-12-01,5147248.957,,,,,,,,,,,,,,,,7.22,,
KY,2021-01-01,5359809.589,,,,,,,,,,,,,,,,,,
KY,2021-02-01,5688812.058999999,,,,,,,,,,,,,,,,,,
KY,2021-03-01,4337668.804,,,,,,,,,,,,,,,,,,
KY,2021-04-01,4493310.26,,,,,,,,,,,,,,,,,,
KY,2021-05-01,4925467.3040000005,,,,,,,,,,,,,,,,,,
KY,2021-06-01,5843488.947,,,,,,,,,,,,,,,,,,
KY,2021-07-01,6459171.885,,,,,,,,,,,,,,,,,,
KY,2021-08-01,6586010.636,,,,,,,,,,,,,,,,,,
KY,2021-09-01,4978516.292,,,,,,,,,,,,,,,,,,
KY,2021-10-01,3941984.713,,,,,,,,,,,,,,,,,,
KY,2021-11-01,4470650.849,,,,,,,,,,,,,,,,,,
KY,2021-12-01,4031608.259,,,,,,,,,,,,,,,,,,
KY,2022-01-01,5958401.329,,,,,,,,,,,,,,,,,,
KY,2022-02-01,4720761.707,,,,,,,,,,,,,,,,,,
KY,2022-03-01,4512980.025,,,,,,,,,,,,,,,,,,
KY,2022-04-01,4751704.471,,,,,,,,,,,,,,,,,,
KY,2022-05-01,4991134.978,,,,,,,,,,,,,,,,,,
KY,2022-06-01,5632499.405,,,,,,,,,,,,,,,,,,
KY,2022-07-01,6006944.67,,,,,,,,,,,,,,,,,,
KY,2022-08-01,5581834.778,,,,,,,,,,,,,,,,,,
KY,2022-09-01,4546412.7530000005,,,,,,,,,,,,,,,,,,
KY,2022-10-01,3775742.53,,,,,,,,,,,,,,,,,,
KY,2022-11-01,4394378.503,,,,,,,,,,,,,,,,,,
KY,2022-12-01,5479847.675,,,,,,,,,,,,,,,,,,
KY,2023-01-01,4754482.762,,,,,,,,,,,,,,,,,,
KY,2023-02-01,3851309.761,,,,,,,,,,,,,,,,,,
KY,2023-03-01,4277180.863,,,,,,,,,,,,,,,,,,
KY,2023-04-01,3941594.275,,,,,,,,,,,,,,,,,,
KY,2023-05-01,4211424.694,,,,,,,,,,,,,,,,,,
KY,2023-06-01,4564393.652,,,,,,,,,,,,,,,,,,
KY,2023-07-01,6010173.792,,,,,,,,,,,,,,,,,,
KY,2023-08-01,5676865.750999999,,,,,,,,,,,,,,,,,,
KY,2023-09-01,4536382.82,,,,,,,,,,,,,,,,,,
KY,2023-10-01,4000912.583,,,,,,,,,,,,,,,,,,
KY,2023-11-01,4269225.288,,,,,,,,,,,,,,,,,,
KY,2023-12-01,4877286.466,,,,,,,,,,,,,,,,,,
KY,2024-01-01,5963058.63,,,,,,,,,,,,,,,,,,
KY,2024-02-01,4476494.61,,,,,,,,,,,,,,,,,,
KY,2024-03-01,4111606.499,,,,,,,,,,,,,,,,,,
KY,2024-04-01,4109336.028,,,,,,,,,,,,,,,,,,
KY,2024-05-01,4766403.238,,,,,,,,,,,,,,,,,,
KY,2024-06-01,5470672.624,,,,,,,,,,,,,,,,,,
KY,2024-07-01,6151640.6850000005,,,,,,,,,,,,,,,,,,
KY,2024-08-01,6034564.931,,,,,,,,,,,,,,,,,,
KY,2024-09-01,4479402.085,,,,,,,,,,,,,,,,,,
KY,2024-10-01,3833782.392,,,,,,,,,,,,,,,,,,
KY,2024-11-01,3853155.868,,,,,,,,,,,,,,,,,,
KY,2024-12-01,5233926.654,,,,,,,,,,,,,,,,,,
LA,1990-01-01,2866168.0736298505,,,,,,,,,,,,,,,,,,
LA,1990-02-01,2416367.8463432845,,,,,,,,,,,,,,,,,,
LA,1990-03-01,2369360.191682556,,,,,,,,,,,,,,,,,,
LA,1990-04-01,2297012.101097202,,,,,,,,,,,,,,,,,,
LA,1990-05-01,2900226.811773897,,,,,,,,,,,,,,,,,,
LA,1990-06-01,3271993.513861033,,,,,,,,,,,,,,,,,,
LA,1990-07-01,3624695.474326899,,,,,,,,,,,,,,,,,,
LA,1990-08-01,3638400.225063476,,,,,,,,,,,,,,,,,,
LA,1990-09-01,3092170.23854845,,,,,,,,,,,,,,,,,,
LA,1990-10-01,2640460.924868233,,,,,,,,,,,,,,,,,,
LA,1990-11-01,2491987.823385833,,,,,,,,,,,,,,,,,,
LA,1990-12-01,2752989.775419284,,,,,,,,,,,,,,,,,,
LA,1991-01-01,2871222.553312519,,,,,,,,,,,,,,,,,,
LA,1991-02-01,2420629.10453591,,,,,,,,,,,,,,,,,,
LA,1991-03-01,2373538.5520027224,,,,,,,,,,,,,,,,,,
LA,1991-04-01,2301062.8757543685,,,,,,,,,,,,,,,,,,
LA,1991-05-01,2905341.353949603,,,,,,,,,,,,,,,,,,
LA,1991-06-01,3277763.6656151447,,,,,,,,,,,,,,,,,,
LA,1991-07-01,3631087.615038885,,,,,,,,,,,,,,,,,,
LA,1991-08-01,3644816.534066496,,,,,,,,,,,,,,,,,,
LA,1991-09-01,3097623.272440598,,,,,,,,,,,,,,,,,,
LA,1991-10-01,2645117.370601621,,,,,,,,,,,,,,,,,,
LA,1991-11-01,2496382.437204418,,,,,,,,,,,,,,,,,,
LA,1991-12-01,2757844.665477712,,,,,,,,,,,,,,,,,,
LA,1992-01-01,2986843.5779515225,,,,,,,,,,,,,,,,,,
LA,1992-02-01,2518105.218679184,,,,,,,,,,,,,,,,,,
LA,1992-03-01,2469118.380562553,,,,,,,,,,,,,,,,,,
LA,1992-04-01,2393724.187273585,,,,,,,,,,,,,,,,,,
LA,1992-05-01,3022336.305762786,,,,,,,,,,,,,,,,,,
LA,1992-06-01,3409755.660838814,,,,,,,,,,,,,,,,,,
LA,1992-07-01,3777307.583296112,,,,,,,,,,,,,,,,,,
LA,1992-08-01,3791589.351033875,,,,,,,,,,,,,,,,,,
LA,1992-09-01,3222361.20900076,,,,,,,,,,,,,,,,,,
LA,1992-10-01,2751633.38425112,,,,,,,,,,,,,,,,,,
LA,1992-11-01,2596909.056064872,,,,,,,,,,,,,,,,,,
LA,1992-12-01,2868900.0852848147,,,,,,,,,,,,,,,,,,
LA,1993-01-01,3128021.183591766,,,,,,,,,,,,,,,,,,
LA,1993-02-01,2637127.2083634054,,,,,,,,,,,,,,,,,,
LA,1993-03-01,2585824.9344588937,,,,,,,,,,,,,,,,,,
LA,1993-04-01,2506867.122450054,,,,,,,,,,,,,,,,,,
LA,1993-05-01,3165191.527990327,,,,,,,,,,,,,,,,,,
LA,1993-06-01,3570922.835299834,,,,,,,,,,,,,,,,,,
LA,1993-07-01,3955847.646228439,,,,,,,,,,,,,,,,,,
LA,1993-08-01,3970804.462967232,,,,,,,,,,,,,,,,,,
