state,date,monthly_emissions
CO,2022-12,3126223.719
CO,2023-01,3081100.36
CO,2023-02,2253823.364
CO,2023-03,2392821.043
CO,2023-04,1999583.459
CO,2023-05,1921947.237
CO,2023-06,2333349.651
CO,2023-07,3208579.3540000003
CO,2023-08,3053147.476
CO,2023-09,2635159.957
CO,2023-10,2548085.816
CO,2023-11,2551665.197
CO,2023-12,2837959.015
CO,2024-01,3123173.444
CO,2024-02,2595195.559
CO,2024-03,2081600.979
CO,2024-04,1478247.036
CO,2024-05,1611797.541
CO,2024-06,2606585.988
CO,2024-07,3064960.842
CO,2024-08,2926746.226
CO,2024-09,2486295.355
CO,2024-10,2258848.9749999996
CO,2024-11,2369221.752
CO,2024-12,2502730.525
CT,1990-01,1080161.0306174762
CT,1990-02,889784.8084286031
CT,1990-03,876542.152283598
CT,1990-04,745879.6746801788
CT,1990-05,779569.9771491206
CT,1990-06,925192.7163604412
CT,1990-07,1112628.7980154518
CT,1990-08,1106868.8685138342
CT,1990-09,881436.5027163269
CT,1990-10,798574.755046437
CT,1990-11,827766.2250987192
CT,1990-12,1004669.4910898132
CT,1991-01,1040312.5755572362
CT,1991-02,856959.5639077167
CT,1991-03,844205.4454652526
CT,1991-04,718363.2656871153
CT,1991-05,750810.6918942352
CT,1991-06,891061.231021746
CT,1991-07,1071582.567500079
CT,1991-08,1066035.1288080623
CT,1991-09,848919.2373537095
CT,1991-10,769114.3604046131
CT,1991-11,797228.9215983561
CT,1991-12,967606.0108018782
CT,1992-01,839319.6658263776
CT,1992-02,691391.2526919852
CT,1992-03,681101.2853489441
CT,1992-04,579572.3614851971
CT,1992-05,605750.8039658124
CT,1992-06,718904.329548658
CT,1992-07,864548.159458498
CT,1992-08,860072.5100252671
CT,1992-09,684904.3521632385
CT,1992-10,620518.1241909845
CT,1992-11,643200.8300050021
CT,1992-12,780660.3252900356
CT,1993-01,725301.9961893983
CT,1993-02,597468.9693844485
CT,1993-03,588576.8462059892
CT,1993-04,500840.1540401581
CT,1993-05,523462.376968326
CT,1993-06,621244.5228213021
CT,1993-07,747103.3163982037
CT,1993-08,743235.6631066891
CT,1993-09,591863.2840965318
CT,1993-10,536223.6254815963
CT,1993-11,555824.9912969506
CT,1993-12,674611.2540104063
CT,1994-01,712485.0995997163
CT,1994-02,586911.0251951639
CT,1994-03,578176.0357676661
CT,1994-04,491989.7489730019
CT,1994-05,514212.2119481814
CT,1994-06,610266.4380404244
CT,1994-07,733901.1661237078
CT,1994-08,730101.8585868479
CT,1994-09,581404.3986290307
CT,1994-10,526747.954943186
CT,1994-11,546002.942725677
CT,1994-12,662690.119467397
CT,1995-01,793099.5870053135
CT,1995-02,653317.3703599724
CT,1995-03,643594.0561301921
CT,1995-04,547656.1782703295
CT,1995-05,572393.0130725696
CT,1995-06,679315.3432190839
CT,1995-07,816938.7852215266
CT,1995-08,812709.6031093918
CT,1995-09,647187.6937423892
CT,1995-10,586347.1190570014
CT,1995-11,607780.7221831096
CT,1995-12,737670.5286291207
CT,1996-01,895409.5032646882
CT,1996-02,737595.3684165719
CT,1996-03,726617.74579865
CT,1996-04,618303.8732834291
CT,1996-05,646231.7619439814
CT,1996-06,766947.0820539033
CT,1996-07,922323.9601409152
CT,1996-08,917549.2131655175
CT,1996-09,730674.9629778959
CT,1996-10,661985.9488238432
CT,1996-11,686184.4886324288
CT,1996-12,832830.0914981761
CT,1997-01,1271563.6439999999
CT,1997-02,1068252.081
CT,1997-03,930138.923
CT,1997-04,805189.7279999999
CT,1997-05,811554.048
CT,1997-06,1170553.325
CT,1997-07,1197597.545
CT,1997-08,1114355.7550000001
CT,1997-09,957572.125
CT,1997-10,902665.4780000001
CT,1997-11,885867.08
CT,1997-12,1450077.416
CT,1998-01,1196244.827
CT,1998-02,857842.576
CT,1998-03,991461.725
CT,1998-04,798285.146
CT,1998-05,861529.1969999999
CT,1998-06,905740.1950000001
CT,1998-07,915905.853
CT,1998-08,1007687.7790000001
CT,1998-09,771785.751
CT,1998-10,698367.725
CT,1998-11,817121.15
CT,1998-12,1062192.775
CT,1999-01,1045250.325
CT,1999-02,915136.699
CT,1999-03,787766.55
CT,1999-04,698095.38
CT,1999-05,869342.6599999999
CT,1999-06,994501.4569999999
CT,1999-07,1015911.8099999999
CT,1999-08,828601.617
CT,1999-09,662647.99
CT,1999-10,402370.613
CT,1999-11,611181.09
CT,1999-12,662720.352
CT,2000-01,1044219.711
CT,2000-02,810491.07
CT,2000-03,543541.35
CT,2000-04,638146.424
CT,2000-05,792490.955
CT,2000-06,768222.9670000001
CT,2000-07,676998.737
CT,2000-08,809905.0430000001
CT,2000-09,686053.6749999999
CT,2000-10,821801.896
CT,2000-11,868895.4550000001
CT,2000-12,1286947.037
CT,2001-01,1112749.573
CT,2001-02,802375.333
CT,2001-03,1152306.577
CT,2001-04,505236.41599999997
CT,2001-05,581725.089
CT,2001-06,706038.993
CT,2001-07,617248.836
CT,2001-08,1036252.185
CT,2001-09,622002.679
CT,2001-10,486405.854
CT,2001-11,452609.082
CT,2001-12,752623.45
CT,2002-01,663832.148
CT,2002-02,579260.6410000001
CT,2002-03,685679.122
CT,2002-04,501976.335
CT,2002-05,554122.6579999999
CT,2002-06,601665.749
CT,2002-07,980802.601
CT,2002-08,937768.368
CT,2002-09,670868.294
CT,2002-10,466275.40499999997
CT,2002-11,518737.293
CT,2002-12,666895.421
CT,2003-01,776518.124
CT,2003-02,709178.6309999999
CT,2003-03,703993.189
CT,2003-04,487725.901
CT,2003-05,412834.576
CT,2003-06,509391.125
CT,2003-07,635445.622
CT,2003-08,762712.951
CT,2003-09,514657.82899999997
CT,2003-10,530485.504
CT,2003-11,476223.708
CT,2003-12,733286.9230000001
CT,2004-01,1080881.126
CT,2004-02,536291.323
CT,2004-03,597688.89
CT,2004-04,541803.474
CT,2004-05,645805.358
CT,2004-06,730122.55
CT,2004-07,794750.393
CT,2004-08,857463.502
CT,2004-09,647289.053
CT,2004-10,402517.364
CT,2004-11,531497.8169999999
CT,2004-12,686904.2609999999
CT,2005-01,974460.402
CT,2005-02,615175.532
CT,2005-03,744490.35
CT,2005-04,824735.9770000001
CT,2005-05,703152.694
CT,2005-06,803721.089
CT,2005-07,972577.38
CT,2005-08,1088312.095
CT,2005-09,804128.509
CT,2005-10,832578.48
CT,2005-11,497500.14400000003
CT,2005-12,785044.784
CT,2006-01,607907.5900000001
CT,2006-02,605084.505
CT,2006-03,721629.728
CT,2006-04,563871.923
CT,2006-05,679646.28
CT,2006-06,830885.321
CT,2006-07,1003546.0
CT,2006-08,902140.537
CT,2006-09,741915.018
CT,2006-10,722904.8609999999
CT,2006-11,732822.52
CT,2006-12,704992.407
CT,2007-01,815571.1499999999
CT,2007-02,744986.682
CT,2007-03,810969.1479999999
CT,2007-04,671636.23
CT,2007-05,672383.113
CT,2007-06,668892.603
CT,2007-07,802893.228
CT,2007-08,859846.637
CT,2007-09,701733.745
CT,2007-10,456064.857
CT,2007-11,301757.223
CT,2007-12,659545.379
CT,2008-01,610074.081
CT,2008-02,539889.3470000001
CT,2008-03,542703.63
CT,2008-04,454356.555
CT,2008-05,545608.446
CT,2008-06,631398.284
CT,2008-07,790587.0530000001
CT,2008-08,630002.202
CT,2008-09,565381.942
CT,2008-10,657182.721
CT,2008-11,483823.03400000004
CT,2008-12,572881.211
CT,2009-01,814841.663
CT,2009-02,661670.728
CT,2009-03,580836.572
CT,2009-04,422781.263
CT,2009-05,437129.724
CT,2009-06,443538.203
CT,2009-07,649259.8130000001
CT,2009-08,816846.669
CT,2009-09,507868.691
CT,2009-10,690206.169
CT,2009-11,504609.27
CT,2009-12,795898.8650000001
CT,2010-01,816041.316
CT,2010-02,591068.172
CT,2010-03,413570.04199999996
CT,2010-04,417239.981
CT,2010-05,615044.585
CT,2010-06,816562.424
CT,2010-07,1128924.681
CT,2010-08,992374.577
CT,2010-09,759337.796
CT,2010-10,584701.633
CT,2010-11,662505.464
CT,2010-12,736907.993
CT,2011-01,736001.414
CT,2011-02,548655.933
CT,2011-03,418381.983
CT,2011-04,412702.37399999995
CT,2011-05,493127.983
CT,2011-06,593056.311
CT,2011-07,805234.379
CT,2011-08,763709.748
CT,2011-09,682000.081
CT,2011-10,584928.7150000001
CT,2011-11,567069.259
CT,2011-12,548526.773
CT,2012-01,527216.884
CT,2012-02,463432.997
CT,2012-03,498628.24100000004
CT,2012-04,436143.04099999997
CT,2012-05,453695.946
CT,2012-06,611094.71
CT,2012-07,798770.932
CT,2012-08,790667.6340000001
CT,2012-09,634909.2509999999
CT,2012-10,644433.44
CT,2012-11,657483.015
CT,2012-12,604552.319
CT,2013-01,746121.4909999999
CT,2013-02,758599.83
CT,2013-03,539704.422
CT,2013-04,502021.271
CT,2013-05,573420.7339999999
CT,2013-06,547993.504
CT,2013-07,822303.657
CT,2013-08,597246.843
CT,2013-09,565444.172
CT,2013-10,490250.17
CT,2013-11,562528.621
CT,2013-12,752681.617
CT,2014-01,785500.671
CT,2014-02,676527.858
CT,2014-03,717143.561
CT,2014-04,552187.988
CT,2014-05,477205.76399999997
CT,2014-06,540141.026
CT,2014-07,744449.471
CT,2014-08,645438.703
CT,2014-09,483412.085
CT,2014-10,415546.815
CT,2014-11,630571.288
CT,2014-12,605381.7849999999
CT,2015-01,864855.696
CT,2015-02,981283.233
CT,2015-03,674182.5179999999
CT,2015-04,544824.379
CT,2015-05,524666.276
CT,2015-06,560870.695
CT,2015-07,730800.6089999999
CT,2015-08,738656.73
CT,2015-09,650255.208
CT,2015-10,630289.039
CT,2015-11,585810.323
CT,2015-12,671069.907
CT,2016-01,684019.743
CT,2016-02,599516.38
CT,2016-03,532215.938
CT,2016-04,677764.8219999999
CT,2016-05,624635.187
CT,2016-06,551119.302
CT,2016-07,737979.628
CT,2016-08,790528.858
CT,2016-09,639864.134
CT,2016-10,582848.571
CT,2016-11,589089.922
CT,2016-12,675124.166
CT,2017-01,667256.89
CT,2017-02,497539.64
CT,2017-03,519732.626
CT,2017-04,431601.33
CT,2017-05,404243.81200000003
CT,2017-06,497193.037
CT,2017-07,678557.447
CT,2017-08,642651.012
CT,2017-09,495708.003
CT,2017-10,570281.433
CT,2017-11,611129.272
CT,2017-12,819628.05
CT,2018-01,941655.7849999999
CT,2018-02,542084.642
CT,2018-03,611931.175
CT,2018-04,580093.662
CT,2018-05,531767.257
CT,2018-06,703762.503
CT,2018-07,879839.5279999999
CT,2018-08,922572.787
CT,2018-09,755208.665
CT,2018-10,721844.318
CT,2018-11,757712.4469999999
CT,2018-12,796327.913
CT,2019-01,716474.276
CT,2019-02,596151.765
CT,2019-03,615666.218
CT,2019-04,648142.937
CT,2019-05,622302.563
CT,2019-06,607588.178
CT,2019-07,881322.63
CT,2019-08,762065.442
CT,2019-09,554610.633
CT,2019-10,556391.936
CT,2019-11,690316.7999999999
CT,2019-12,857999.4330000001
CT,2020-01,810531.9299999999
CT,2020-02,757914.8589999999
CT,2020-03,686233.472
CT,2020-04,697625.821
CT,2020-05,625797.297
CT,2020-06,883146.4400000001
CT,2020-07,1072125.807
CT,2020-08,950447.057
CT,2020-09,780855.958
CT,2020-10,660941.738
CT,2020-11,699281.812
CT,2020-12,808133.944
CT,2021-01,898620.143
CT,2021-02,845734.733
CT,2021-03,787805.613
CT,2021-04,611168.697
CT,2021-05,677741.8759999999
CT,2021-06,933766.245
CT,2021-07,911411.6259999999
CT,2021-08,1032375.337
CT,2021-09,817033.0179999999
CT,2021-10,698562.038
CT,2021-11,944213.268
CT,2021-12,812628.799
CT,2022-01,874300.064
CT,2022-02,796522.168
CT,2022-03,791247.672
CT,2022-04,624015.1059999999
CT,2022-05,657573.83
CT,2022-06,855567.6089999999
CT,2022-07,1072185.307
CT,2022-08,1079600.48
CT,2022-09,893350.388
CT,2022-10,711486.448
CT,2022-11,794981.535
CT,2022-12,761185.412
CT,2023-01,816247.698
CT,2023-02,730531.11
CT,2023-03,836639.232
CT,2023-04,711411.235
CT,2023-05,608107.13
CT,2023-06,960840.902
CT,2023-07,1028596.258
CT,2023-08,917691.959
CT,2023-09,871991.739
CT,2023-10,759060.0090000001
CT,2023-11,820006.757
CT,2023-12,848546.306
CT,2024-01,816536.801
CT,2024-02,704488.087
CT,2024-03,808648.71
CT,2024-04,615391.376
CT,2024-05,659207.783
CT,2024-06,885710.775
CT,2024-07,1082314.993
CT,2024-08,1023957.0800000001
CT,2024-09,914508.745
CT,2024-10,851729.338
CT,2024-11,918691.771
CT,2024-12,939334.598
DC,1990-01,12792.324737676649
DC,1990-02,7390.87739467776
DC,1990-03,7949.4488472606545
DC,1990-04,5599.960359944445
DC,1990-05,15966.04734964557
DC,1990-06,86246.72249118569
DC,1990-07,131735.2358161024
DC,1990-08,102871.97343657346
DC,1990-09,10357.64109196384
DC,1990-10,3907.544931235434
DC,1990-11,9519.040614024048
DC,1990-12,13785.182929710052
DC,1991-01,7279.007739980779
DC,1991-02,4205.510324691715
DC,1991-03,4523.345120951089
DC,1991-04,3186.454037049752
DC,1991-05,9084.8993140927
DC,1991-06,49075.56471829644
DC,1991-07,74959.15095943373
DC,1991-08,58535.55989448044
DC,1991-09,5893.639445713504
DC,1991-10,2223.446510469936
DC,1991-11,5416.464303989892
DC,1991-12,7843.957630850031
DC,1992-01,3627.545994925032
DC,1992-02,2095.8463955406637
DC,1992-03,2254.241658110001
DC,1992-04,1587.992346350088
DC,1992-05,4527.525082865372
DC,1992-06,24457.161553040278
DC,1992-07,37356.433398516034
DC,1992-08,29171.61836353228
DC,1992-09,2937.137715818209
DC,1992-10,1108.070601393062
DC,1992-11,2699.3340431102247
DC,1992-12,3909.092846798761
DC,1993-01,7016.279276552672
DC,1993-02,4053.716659262777
DC,1993-03,4360.079528217203
DC,1993-04,3071.442183395564
DC,1993-05,8756.989010593432
DC,1993-06,47304.23156810822
DC,1993-07,72253.57579658886
DC,1993-08,56422.77773290777
DC,1993-09,5680.9144575167375
DC,1993-10,2143.1934449316523
DC,1993-11,5220.962472609202
DC,1993-12,7560.837869315907
DC,1994-01,9701.582329564995
DC,1994-02,5605.173961930701
DC,1994-03,6028.789453665151
DC,1994-04,4246.958827920487
DC,1994-05,12108.504592922944
DC,1994-06,65408.72719084448
DC,1994-07,99906.80053723334
DC,1994-08,78017.16577443625
DC,1994-09,7855.140473241531
DC,1994-10,2963.4464129262
DC,1994-11,7219.153524412472
DC,1994-12,10454.556920901436
DC,1995-01,6956.004063575787
DC,1995-02,4018.8921282892807
DC,1995-03,4322.6231055463295
DC,1995-04,3045.056142525008
DC,1995-05,8681.759767736226
DC,1995-06,46897.85198712373
DC,1995-07,71632.86223918601
DC,1995-08,55938.06285618334
DC,1995-09,5632.111051133728
DC,1995-10,2124.7817716997124
DC,1995-11,5176.110406068393
DC,1995-12,7495.884480932452
DC,1996-01,4231.833998555486
DC,1996-02,2444.9790698194147
DC,1996-03,2629.760312645504
DC,1996-04,1852.525098270761
DC,1996-05,5281.73442922214
DC,1996-06,28531.31232880725
DC,1996-07,43579.3853866437
DC,1996-08,34031.11815987675
DC,1996-09,3426.4153401853614
DC,1996-10,1292.656481912338
DC,1996-11,3148.997584888834
DC,1996-12,4560.281809172463
DC,1997-01,262.6
DC,1997-02,215.85
DC,1997-03,0.0
DC,1997-04,0.0
DC,1997-05,0.0
DC,1997-06,11673.95
DC,1997-07,38593.05
DC,1997-08,2008.375
DC,1997-09,0.0
DC,1997-10,0.0
DC,1997-11,0.0
DC,1997-12,0.0
DC,1998-01,616.9
DC,1998-02,5839.725
DC,1998-03,0.0
DC,1998-04,0.0
DC,1998-05,30428.3
DC,1998-06,50412.85
DC,1998-07,118109.925
DC,1998-08,48125.7
DC,1998-09,4925.6
DC,1998-10,0.0
DC,1998-11,0.0
DC,1998-12,2.775
DC,1999-01,2091.0
DC,1999-02,2198.375
DC,1999-03,2230.0
DC,1999-04,0.0
DC,1999-05,1600.2
DC,1999-06,57845.325
DC,1999-07,105067.45
DC,1999-08,80629.6
DC,1999-09,11731.9
DC,1999-10,0.0
DC,1999-11,0.0
DC,1999-12,4041.65
DC,2000-01,15850.675
DC,2000-02,203.45
DC,2000-03,0.0
DC,2000-04,0.0
DC,2000-05,479.756
DC,2000-06,45171.383
DC,2000-07,13383.811
DC,2000-08,22197.362
DC,2000-09,6901.819
DC,2000-10,6767.176
DC,2000-11,4161.05
DC,2000-12,58069.384
DC,2001-01,11369.266
DC,2001-02,0.0
DC,2001-03,0.0
DC,2001-04,0.0
DC,2001-05,8996.434
DC,2001-06,16570.769
DC,2001-07,28872.202
DC,2001-08,48537.752
DC,2001-09,0.0
DC,2001-10,5996.271
DC,2001-11,44234.19
DC,2001-12,0.0
DC,2002-01,0.0
DC,2002-02,6945.53
DC,2002-03,15212.364
DC,2002-04,27574.281
DC,2002-05,0.0
DC,2002-06,34981.203
DC,2002-07,105002.253
DC,2002-08,83215.912
DC,2002-09,6144.346
DC,2002-10,0.0
DC,2002-11,0.0
DC,2002-12,357.069
DC,2003-01,4390.686
DC,2003-02,12574.865
DC,2003-03,16955.161
DC,2003-04,1068.424
DC,2003-05,0.0
DC,2003-06,1536.721
DC,2003-07,9992.409
DC,2003-08,25371.536
DC,2003-09,0.0
DC,2003-10,0.0
DC,2003-11,0.0
DC,2003-12,0.0
DC,2004-01,17917.147
DC,2004-02,1343.887
DC,2004-03,3153.716
DC,2004-04,71.031
DC,2004-05,2221.423
DC,2004-06,6915.221
DC,2004-07,3286.324
DC,2004-08,6023.84
DC,2004-09,0.0
DC,2004-10,0.0
DC,2004-11,0.0
DC,2004-12,480.461
DC,2005-01,3489.327
DC,2005-02,1838.886
DC,2005-03,0.0
DC,2005-04,0.0
DC,2005-05,0.0
DC,2005-06,33942.127
DC,2005-07,80965.003
DC,2005-08,66554.152
DC,2005-09,0.0
DC,2005-10,0.0
DC,2005-11,416.638
DC,2005-12,0.0
DC,2006-01,1257.11
DC,2006-02,0.0
DC,2006-03,0.0
DC,2006-04,1.824
DC,2006-05,26.52
DC,2006-06,2764.185
DC,2006-07,20351.363
DC,2006-08,36513.688
DC,2006-09,0.0
DC,2006-10,0.0
DC,2006-11,0.0
DC,2006-12,1664.871
DC,2007-01,0.0
DC,2007-02,1694.97
DC,2007-03,0.0
DC,2007-04,0.0
DC,2007-05,0.0
DC,2007-06,15135.902
DC,2007-07,12012.249
DC,2007-08,41847.057
DC,2007-09,3877.704
DC,2007-10,3338.68
DC,2007-11,0.0
DC,2007-12,0.0
DC,2008-01,0.0
DC,2008-02,1904.448
DC,2008-03,0.0
DC,2008-04,0.0
DC,2008-05,0.0
DC,2008-06,48681.657
DC,2008-07,10727.644
DC,2008-08,5569.182
DC,2008-09,0.0
DC,2008-10,0.0
DC,2008-11,0.0
DC,2008-12,0.0
DC,2009-01,6387.247
DC,2009-02,3139.065
DC,2009-03,0.0
DC,2009-04,0.0
DC,2009-05,0.0
DC,2009-06,9240.578
DC,2009-07,3640.003
DC,2009-08,5627.716
DC,2009-09,0.0
DC,2009-10,0.0
DC,2009-11,0.0
DC,2009-12,0.0
DC,2010-01,0.0
DC,2010-02,0.0
DC,2010-03,3208.335
DC,2010-04,0.0
DC,2010-05,31085.44
DC,2010-06,84132.481
DC,2010-07,48196.224
DC,2010-08,26846.01
DC,2010-09,17289.871
DC,2010-10,3935.04
DC,2010-11,0.0
DC,2010-12,6071.656
DC,2011-01,1964.715
DC,2011-02,0.0
DC,2011-03,3.726
DC,2011-04,0.0
DC,2011-05,3430.58
DC,2011-06,23252.874
DC,2011-07,77313.991
DC,2011-08,28440.553
DC,2011-09,2240.826
DC,2011-10,0.0
DC,2011-11,0.0
DC,2011-12,0.0
DC,2012-01,0.0
DC,2012-02,0.0
DC,2012-03,0.0
DC,2012-04,0.0
DC,2012-05,3602.282
DC,2012-06,0.0
DC,2012-07,0.0
DC,2012-08,0.0
DC,2012-09,0.0
DC,2012-10,0.0
DC,2012-11,0.0
DC,2012-12,0.0
DC,2013-01,0.0
DC,2013-02,0.0
DC,2013-03,0.0
DC,2013-04,0.0
DC,2013-05,0.0
DC,2013-06,0.0
DC,2013-07,0.0
DC,2013-08,0.0
DC,2013-09,0.0
DC,2013-10,0.0
DC,2013-11,0.0
DC,2013-12,0.0
DC,2014-01,0.0
DC,2014-02,0.0
DC,2014-03,0.0
DC,2014-04,0.0
DC,2014-05,0.0
DC,2014-06,0.0
DC,2014-07,0.0
DC,2014-08,0.0
DC,2014-09,0.0
DC,2014-10,0.0
DC,2014-11,0.0
DC,2014-12,0.0
DC,2015-01,0.0
DC,2015-02,0.0
DC,2015-03,0.0
DC,2015-04,0.0
DC,2015-05,0.0
DC,2015-06,0.0
DC,2015-07,0.0
DC,2015-08,0.0
DC,2015-09,0.0
DC,2015-10,0.0
DC,2015-11,0.0
DC,2015-12,0.0
DC,2016-01,0.0
DC,2016-02,0.0
DC,2016-03,0.0
DC,2016-04,0.0
DC,2016-05,0.0
DC,2016-06,0.0
DC,2016-07,0.0
DC,2016-08,0.0
DC,2016-09,0.0
DC,2016-10,0.0
DC,2016-11,0.0
DC,2016-12,0.0
DC,2017-01,0.0
DC,2017-02,0.0
DC,2017-03,0.0
DC,2017-04,0.0
DC,2017-05,0.0
DC,2017-06,0.0
DC,2017-07,0.0
DC,2017-08,0.0
DC,2017-09,0.0
DC,2017-10,0.0
DC,2017-11,0.0
DC,2017-12,0.0
DC,2018-01,0.0
DC,2018-02,0.0
DC,2018-03,0.0
DC,2018-04,0.0
DC,2018-05,0.0
DC,2018-06,0.0
DC,2018-07,0.0
DC,2018-08,0.0
DC,2018-09,0.0
DC,2018-10,0.0
DC,2018-11,0.0
DC,2018-12,0.0
DC,2019-01,0.0
DC,2019-02,0.0
DC,2019-03,0.0
DC,2019-04,0.0
DC,2019-05,0.0
DC,2019-06,0.0
DC,2019-07,0.0
DC,2019-08,0.0
DC,2019-09,0.0
DC,2019-10,0.0
DC,2019-11,0.0
DC,2019-12,0.0
DC,2020-01,0.0
DC,2020-02,0.0
DC,2020-03,0.0
DC,2020-04,0.0
DC,2020-05,0.0
DC,2020-06,0.0
DC,2020-07,0.0
DC,2020-08,0.0
DC,2020-09,0.0
DC,2020-10,0.0
DC,2020-11,0.0
DC,2020-12,0.0
DC,2021-01,0.0
DC,2021-02,0.0
DC,2021-03,0.0
DC,2021-04,0.0
DC,2021-05,0.0
DC,2021-06,0.0
DC,2021-07,0.0
DC,2021-08,0.0
DC,2021-09,0.0
DC,2021-10,0.0
DC,2021-11,0.0
DC,2021-12,0.0
DC,2022-01,0.0
DC,2022-02,0.0
DC,2022-03,0.0
DC,2022-04,0.0
DC,2022-05,0.0
DC,2022-06,0.0
DC,2022-07,0.0
DC,2022-08,0.0
DC,2022-09,0.0
DC,2022-10,0.0
DC,2022-11,0.0
DC,2022-12,0.0
DC,2023-01,0.0
DC,2023-02,0.0
DC,2023-03,0.0
DC,2023-04,0.0
DC,2023-05,0.0
DC,2023-06,0.0
DC,2023-07,0.0
DC,2023-08,0.0
DC,2023-09,0.0
DC,2023-10,0.0
DC,2023-11,0.0
DC,2023-12,0.0
DC,2024-01,0.0
DC,2024-02,0.0
DC,2024-03,0.0
DC,2024-04,0.0
DC,2024-05,0.0
DC,2024-06,0.0
DC,2024-07,0.0
DC,2024-08,0.0
DC,2024-09,0.0
DC,2024-10,0.0
DC,2024-11,0.0
DC,2024-12,0.0
DE,1990-01,654336.5021698134
DE,1990-02,542035.7072960583
DE,1990-03,595133.9509241399
DE,1990-04,550938.4247495639
DE,1990-05,533613.5499879643
DE,1990-06,690177.582780082
DE,1990-07,935367.6820259934
DE,1990-08,844266.170666442
DE,1990-09,596503.7062596991
DE,1990-10,529874.2970344034
DE,1990-11,470006.3330260162
DE,1990-12,551874.0930798235
DE,1991-01,675897.0193494371
DE,1991-02,559895.8910705731
DE,1991-03,614743.7323294682
DE,1991-04,569091.9548252024
DE,1991-05,551196.2220132056
DE,1991-06,712919.0706554739
DE,1991-07,966188.2321721512
DE,1991-08,872084.9079926762
DE,1991-09,616158.6213742829
DE,1991-10,547333.7599351701
DE,1991-11,485493.134670332
DE,1991-12,570058.4536120269
DE,1992-01,591877.8580871191
DE,1992-02,490296.5559422033
DE,1992-03,538326.3916652009
DE,1992-04,498349.4787427232
DE,1992-05,482678.3221871594
DE,1992-06,624297.7856821537
DE,1992-07,846083.6562313347
DE,1992-08,763678.0939049385
DE,1992-09,539565.3991963805
DE,1992-10,479295.993642656
DE,1992-11,425142.6303688384
DE,1992-12,499195.834349292
DE,1993-01,657361.8181857237
DE,1993-02,544541.802097495
DE,1993-03,597885.5447407349
DE,1993-04,553485.6811453911
DE,1993-05,536080.7050583785
DE,1993-06,693368.6095500741
DE,1993-07,939692.3419216502
DE,1993-08,848169.6239497889
DE,1993-09,599261.6331216624
DE,1993-10,532324.1637190859
DE,1993-11,472179.4009844256
DE,1993-12,554425.6755255894
DE,1994-01,620535.1943891759
DE,1994-02,514035.5640828117
DE,1994-03,564390.8916890415
DE,1994-04,522478.3904990114
DE,1994-05,506048.4733351248
DE,1994-06,654524.8187641879
DE,1994-07,887049.0404656042
DE,1994-08,800653.594279758
DE,1994-09,565689.8890559899
DE,1994-10,502502.3803833885
DE,1994-11,445727.0383988945
DE,1994-12,523365.7246570113
DE,1995-01,584638.7184040366
DE,1995-02,484299.8368453429
DE,1995-03,531742.2292554955
DE,1995-04,492254.2659579954
DE,1995-05,476774.7801834063
DE,1995-06,616662.1243499351
DE,1995-07,835735.37628245
DE,1995-08,754337.6999044685
DE,1995-09,532966.0827334122
DE,1995-10,473433.8202227301
DE,1995-11,419942.7959022818
DE,1995-12,493090.2699584451
DE,1996-01,578443.8449205641
DE,1996-02,479168.1612944776
DE,1996-03,526107.8507369984
DE,1996-04,487038.30470993806
DE,1996-05,471722.8406686761
DE,1996-06,610127.9285771585
DE,1996-07,826879.8647353102
DE,1996-08,746344.6839313247
DE,1996-09,527318.7361763311
DE,1996-10,468417.2817576023
DE,1996-11,415493.05213913874
DE,1996-12,487865.4503524798
DE,1997-01,570181.1
DE,1997-02,491740.2
DE,1997-03,536656.625
DE,1997-04,496517.37499999994
DE,1997-05,452373.8
DE,1997-06,524222.375
DE,1997-07,565288.175
DE,1997-08,641186.1
DE,1997-09,609260.825
DE,1997-10,509734.175
DE,1997-11,528064.0499999999
DE,1997-12,545656.025
DE,1998-01,447254.075
DE,1998-02,402005.6
DE,1998-03,649507.175
DE,1998-04,517453.375
DE,1998-05,650644.525
DE,1998-06,637775.625
DE,1998-07,824025.2
DE,1998-08,712844.9500000001
DE,1998-09,563432.25
DE,1998-10,440546.8
DE,1998-11,445036.95
DE,1998-12,375246.525
DE,1999-01,563430.9249999999
DE,1999-02,408260.475
DE,1999-03,657563.5
DE,1999-04,571077.225
DE,1999-05,455146.35000000003
DE,1999-06,484327.9
DE,1999-07,764298.475
DE,1999-08,605339.3
DE,1999-09,380980.5
DE,1999-10,372276.45
DE,1999-11,252259.55000000002
DE,1999-12,297811.175
DE,2000-01,569707.052
DE,2000-02,462649.698
DE,2000-03,341427.995
DE,2000-04,410747.752
DE,2000-05,514565.451
DE,2000-06,597156.768
DE,2000-07,648231.7409999999
DE,2000-08,629281.57
DE,2000-09,502196.60599999997
DE,2000-10,611516.225
DE,2000-11,513719.583
DE,2000-12,772457.5260000001
DE,2001-01,689302.81
DE,2001-02,571932.848
DE,2001-03,800975.968
DE,2001-04,671912.61
DE,2001-05,559008.072
DE,2001-06,650677.624
DE,2001-07,683570.377
DE,2001-08,841999.23
DE,2001-09,389280.098
DE,2001-10,388935.26800000004
DE,2001-11,278125.178
DE,2001-12,205998.772
DE,2002-01,262080.816
DE,2002-02,231894.585
DE,2002-03,484507.611
DE,2002-04,664079.91
DE,2002-05,624857.432
DE,2002-06,677975.526
